ontology,model,input_modality,checkpoint,split_label,evaluation_split,bin_type,bin,examples,positive_examples,positive_term_assignments,positive_terms,valid_auroc_terms,all_positive_terms,Micro_Fmax,Macro_Fmax,Macro_AUROC,Micro_AUROC,Macro_AUPRC,Micro_AUPRC,Smin
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_1103/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,ic,4-6_bits,12,12,72,11,11,0,0.1999999999505,0.9454545454050909,0.7272727272727273,0.9241422349691948,0.9090909090909091,0.06401440556310896,21.20520409451409
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_1103/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,ic,<2_bits,38,38,76,2,0,2,0.1599999999552632,0.99999999995,,0.9846474739480279,1.0,0.07449408622523195,1.7073341074955912
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_1103/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,ic,>=6_bits,550,550,4185,200,200,0,0.2727989487021412,0.24273279456311314,0.7170760186459226,0.7251436525141245,0.1749944542760957,0.1482634540214996,41.149808814948585
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_1103/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,ic,no_positive_terms,98,0,0,0,0,0,,,,,,,
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,homology,30-40%,5,5,39,18,18,0,0.1904761904294966,0.8071428570964889,0.6620370370370371,0.8341657703848854,0.6739197530864196,0.08777962675678508,34.734224269557146
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,homology,40-60%,10,10,58,25,25,0,0.41025641020641396,0.665938026846082,0.6372222222222222,0.812638844026658,0.585116402116402,0.32434451603351466,26.48604234330086
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,homology,<30%,4,1,7,7,7,0,0.04624277455870895,0.8571428570964287,0.8095238095238095,0.7597510796749074,0.8095238095238094,0.015101549052288134,14.012696175237132
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,homology,>=60%,61,61,751,61,61,0,0.5437037036543376,0.7123178571625989,0.7758982585979912,0.92659960426353,0.6465830556972534,0.520340622771009,43.71217287534749
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,homology,no_hit,674,579,3681,161,161,0,0.17063261747780073,0.2728663403322029,0.7158151893621787,0.8716292179143158,0.2080195772358922,0.10476286496059355,30.862668166536675
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,ic,2-4_bits,56,56,203,6,5,1,0.16585365851489356,0.7667500590559673,0.2543382358999712,0.9788852541217948,0.562457868523024,0.07330359323590835,9.728190164011668
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,ic,4-6_bits,12,12,72,11,11,0,0.2074074073842963,0.9818181817683634,0.9090909090909091,0.9704341052333404,0.9696969696969696,0.09011085587997858,21.20520409451409
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,valid,ic,<2_bits,38,38,76,2,0,2,0.2504672896952509,0.99999999995,,0.9913682231895528,1.0,0.1065818934713683,1.7853747786223106
