evaluation_split,ontology,model,input_modality,bin_type,bin,metric,examples_audit,audit_status,seed_replicates,mean,sd,median,minimum,maximum
test,cellular_component,Hybrid_JK,struct_only,homology,30-40%,Smin,80,ok,5,533.4979396409763,279.21518977317885,591.0386509950217,71.80785242781943,775.9266633820305
test,cellular_component,Hybrid_JK,struct_only,homology,40-60%,Smin,5,low support,5,531.1602984311448,276.3808620011095,585.6014624235728,74.89669013550245,777.4201125723184
test,cellular_component,Hybrid_JK,struct_only,homology,<30%,Smin,26,ok,5,534.7983335235407,282.5574478295229,593.714174126815,67.41378037859796,779.2738482483296
test,cellular_component,Hybrid_JK,struct_only,homology,>=60%,Smin,31,ok,5,533.5329354229755,253.47992234777328,577.0475624428808,113.35700233174234,749.6631935107845
test,cellular_component,Hybrid_JK,struct_only,homology,no_hit,Smin,612,ok,5,530.7831446270649,278.40347626960556,586.9895354353841,71.46632758572584,774.6453381235419
test,cellular_component,Hybrid_JK,struct_only,ic,2-4_bits,Smin,71,ok,5,531.7415020840726,280.8272022956086,590.4381148197472,67.9561781669159,776.1462143190879
test,cellular_component,Hybrid_JK,struct_only,ic,4-6_bits,Smin,89,ok,5,526.7232135357174,276.16326653358504,588.7556804057114,71.27855697377262,764.0529594897029
test,cellular_component,Hybrid_JK,struct_only,ic,<2_bits,Smin,22,ok,5,535.0198557692445,282.6937597368399,593.7143037547671,67.4149220043721,779.651403573313
test,cellular_component,Hybrid_JK,struct_only,ic,>=6_bits,Smin,341,ok,5,531.5074382705018,271.233675087292,582.7377553072743,84.6189436713972,772.0151995555494
test,cellular_component,Hybrid_JK,struct_only,ic,no_positive_terms,Smin,231,no positive terms,0,,,,,
test,cellular_component,MLP,full,homology,30-40%,Smin,80,ok,5,26.29967945101768,1.1067053623165823,26.747914873446373,24.352726171853995,27.007173724472523
test,cellular_component,MLP,full,homology,40-60%,Smin,5,low support,5,34.11963653829399,2.011707989817723,34.59576378761425,31.96571478843689,36.05161803397581
test,cellular_component,MLP,full,homology,<30%,Smin,26,ok,5,2.518836468458176,0.0,2.518836468458176,2.518836468458176,2.518836468458176
test,cellular_component,MLP,full,homology,>=60%,Smin,31,ok,5,94.92559310300271,0.000339519858146103,94.9254412651062,94.9254412651062,94.92620045458872
test,cellular_component,MLP,full,homology,no_hit,Smin,612,ok,5,27.875705784823374,0.14391795647221609,27.946748989186307,27.635956239358844,27.98272447285988
test,cellular_component,MLP,full,ic,2-4_bits,Smin,71,ok,5,14.042575771948743,0.5187793315124224,14.092664653497302,13.333525313545692,14.78484465322741
test,cellular_component,MLP,full,ic,4-6_bits,Smin,89,ok,5,26.642881410845213,0.0,26.64288141084521,26.64288141084521,26.64288141084521
test,cellular_component,MLP,full,ic,<2_bits,Smin,22,ok,5,2.549207931215113,0.0,2.549207931215113,2.549207931215113,2.549207931215113
test,cellular_component,MLP,full,ic,>=6_bits,Smin,341,ok,5,55.25062540197098,0.3174490721276312,55.25400643761522,54.92275437575297,55.63123296274157
test,cellular_component,MLP,full,ic,no_positive_terms,Smin,231,no positive terms,0,,,,,
test,cellular_component,MLP,seq_only,homology,30-40%,Smin,80,ok,5,26.318112847139492,1.1156626341709597,26.747914873446373,24.352726171853995,27.007173724472523
test,cellular_component,MLP,seq_only,homology,40-60%,Smin,5,low support,5,33.94723849542926,1.8338211173526093,34.59576378761425,31.96571478843689,35.93637200300518
test,cellular_component,MLP,seq_only,homology,<30%,Smin,26,ok,5,2.518836468458176,0.0,2.518836468458176,2.518836468458176,2.518836468458176
test,cellular_component,MLP,seq_only,homology,>=60%,Smin,31,ok,5,94.88519280606081,0.09042328781329363,94.9254412651062,94.72343978039672,94.92620045458872
test,cellular_component,MLP,seq_only,homology,no_hit,Smin,612,ok,5,27.88108268082461,0.14850610123454674,27.95570766285193,27.635956239358844,28.000650279200432
test,cellular_component,MLP,seq_only,ic,2-4_bits,Smin,71,ok,5,13.806437828645093,0.7199777235892268,13.90917958597601,12.911974936979048,14.78484465322741
test,cellular_component,MLP,seq_only,ic,4-6_bits,Smin,89,ok,5,26.642881410845213,0.0,26.64288141084521,26.64288141084521,26.64288141084521
test,cellular_component,MLP,seq_only,ic,<2_bits,Smin,22,ok,5,2.549207931215113,0.0,2.549207931215113,2.549207931215113,2.549207931215113
test,cellular_component,MLP,seq_only,ic,>=6_bits,Smin,341,ok,5,55.36151786146013,0.40397639738972846,55.49564911922795,54.92275437575297,55.80846873506096
test,cellular_component,MLP,seq_only,ic,no_positive_terms,Smin,231,no positive terms,0,,,,,
test,cellular_component,MLP,struct_only,homology,30-40%,Smin,80,ok,5,27.007173724472523,0.0,27.007173724472523,27.007173724472523,27.007173724472523
test,cellular_component,MLP,struct_only,homology,40-60%,Smin,5,low support,5,40.86636939048767,0.0,40.86636939048767,40.86636939048767,40.86636939048767
test,cellular_component,MLP,struct_only,homology,<30%,Smin,26,ok,5,2.518836468458176,0.0,2.518836468458176,2.518836468458176,2.518836468458176
test,cellular_component,MLP,struct_only,homology,>=60%,Smin,31,ok,5,94.9254412651062,0.0,94.9254412651062,94.9254412651062,94.9254412651062
test,cellular_component,MLP,struct_only,homology,no_hit,Smin,612,ok,5,28.09085986446711,0.0,28.09085986446711,28.09085986446711,28.09085986446711
test,cellular_component,MLP,struct_only,ic,2-4_bits,Smin,71,ok,5,13.246132286501602,0.0,13.246132286501602,13.246132286501602,13.246132286501602
test,cellular_component,MLP,struct_only,ic,4-6_bits,Smin,89,ok,5,26.642881410845213,0.0,26.64288141084521,26.64288141084521,26.64288141084521
test,cellular_component,MLP,struct_only,ic,<2_bits,Smin,22,ok,5,2.549207931215113,0.0,2.549207931215113,2.549207931215113,2.549207931215113
test,cellular_component,MLP,struct_only,ic,>=6_bits,Smin,341,ok,5,56.2959413400843,0.0,56.2959413400843,56.2959413400843,56.2959413400843
test,cellular_component,MLP,struct_only,ic,no_positive_terms,Smin,231,no positive terms,0,,,,,
test,molecular_function,GAT,full,homology,30-40%,Smin,80,ok,5,97.47868435630326,0.016782158702813885,97.48654942684692,97.45315222760956,97.4917470872402
test,molecular_function,GAT,full,homology,40-60%,Smin,5,low support,5,1.707334041595459,0.0,1.707334041595459,1.707334041595459,1.707334041595459
test,molecular_function,GAT,full,homology,<30%,Smin,26,ok,5,31.82469598146585,0.0,31.82469598146585,31.82469598146585,31.82469598146585
test,molecular_function,GAT,full,homology,>=60%,Smin,31,ok,5,29.592695258158347,1.2785935976501412,30.16449969814669,27.30547749820496,30.16449969814669
test,molecular_function,GAT,full,homology,no_hit,Smin,612,ok,5,17.358136000390864,0.005214304677000567,17.361350802035112,17.3493613448274,17.361350802035112
test,molecular_function,GAT,full,ic,2-4_bits,Smin,41,ok,5,7.065421749261212,0.30240516836031556,6.845321739007791,6.843088252641661,7.396688507824409
test,molecular_function,GAT,full,ic,4-6_bits,Smin,43,ok,5,13.207576275303708,0.22536594202181506,13.30836298853852,12.804429422364464,13.30836298853852
test,molecular_function,GAT,full,ic,<2_bits,Smin,100,ok,5,1.707334041595459,0.0,1.707334041595459,1.707334041595459,1.707334041595459
test,molecular_function,GAT,full,ic,>=6_bits,Smin,351,ok,5,54.371490294465524,0.16045235376351288,54.26958562790061,54.23998022193451,54.54803847513036
test,molecular_function,GAT,full,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,GAT,seq_only,homology,30-40%,Smin,80,ok,5,90.16138113630633,16.251719017483474,97.45315222760956,61.089684666597165,97.4917470872402
test,molecular_function,GAT,seq_only,homology,40-60%,Smin,5,low support,5,1.5962384223937989,0.24841735653734304,1.707334041595459,1.1518559455871582,1.707334041595459
test,molecular_function,GAT,seq_only,homology,<30%,Smin,26,ok,5,31.844448573982152,0.04416813959830471,31.82469598146585,31.82469598146585,31.92345894404736
test,molecular_function,GAT,seq_only,homology,>=60%,Smin,31,ok,5,30.142452572666492,0.04929887128219967,30.16449969814669,30.05426407074568,30.16449969814669
test,molecular_function,GAT,seq_only,homology,no_hit,Smin,612,ok,5,17.408186720064098,0.10808941188025536,17.361350802035112,17.35572174571042,17.601495551488945
test,molecular_function,GAT,seq_only,ic,2-4_bits,Smin,41,ok,5,7.012077210750722,0.2536817155501301,6.861762451345464,6.845321739007791,7.430291925801448
test,molecular_function,GAT,seq_only,ic,4-6_bits,Smin,43,ok,5,15.89286457057923,6.329218802317798,13.30836298853852,12.348745047977683,27.190488839302912
test,molecular_function,GAT,seq_only,ic,<2_bits,Smin,100,ok,5,1.9996997236649805,0.6537495393955415,1.707334041595459,1.707334041595459,3.1691624519430666
test,molecular_function,GAT,seq_only,ic,>=6_bits,Smin,351,ok,5,52.578698342345206,3.7578550184546207,54.2453632437545,45.85660956799376,54.29592570610314
test,molecular_function,GAT,seq_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,GAT,struct_only,homology,30-40%,Smin,80,ok,5,97.4917470872402,0.0,97.4917470872402,97.4917470872402,97.4917470872402
test,molecular_function,GAT,struct_only,homology,40-60%,Smin,5,low support,5,1.707334041595459,0.0,1.707334041595459,1.707334041595459,1.707334041595459
test,molecular_function,GAT,struct_only,homology,<30%,Smin,26,ok,5,31.82469598146585,0.0,31.82469598146585,31.82469598146585,31.82469598146585
test,molecular_function,GAT,struct_only,homology,>=60%,Smin,31,ok,5,30.16449969814669,0.0,30.16449969814669,30.16449969814669,30.16449969814669
test,molecular_function,GAT,struct_only,homology,no_hit,Smin,612,ok,5,17.361350802035112,0.0,17.361350802035112,17.361350802035112,17.361350802035112
test,molecular_function,GAT,struct_only,ic,2-4_bits,Smin,41,ok,5,7.396688507824409,0.0,7.396688507824409,7.396688507824409,7.396688507824409
test,molecular_function,GAT,struct_only,ic,4-6_bits,Smin,43,ok,5,13.30836298853852,0.0,13.30836298853852,13.30836298853852,13.30836298853852
test,molecular_function,GAT,struct_only,ic,<2_bits,Smin,100,ok,5,1.707334041595459,0.0,1.707334041595459,1.707334041595459,1.707334041595459
test,molecular_function,GAT,struct_only,ic,>=6_bits,Smin,351,ok,5,54.55643154617049,0.0,54.55643154617049,54.55643154617049,54.55643154617049
test,molecular_function,GAT,struct_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,GCN,full,homology,30-40%,Smin,80,ok,5,32.40911404249697,12.362826073315054,26.21201870226499,21.064058099012456,46.1290969254757
test,molecular_function,GCN,full,homology,40-60%,Smin,5,low support,5,8.421857573007426,5.048847254805252,6.469326792812521,4.519755517995272,16.47050254597946
test,molecular_function,GCN,full,homology,<30%,Smin,26,ok,5,33.49718645717682,0.34706390536948856,33.34197476018827,33.34197476018827,34.118033245131
test,molecular_function,GCN,full,homology,>=60%,Smin,31,ok,5,79.67707073916714,7.473319352426821,79.29346262143623,69.71911721345823,88.81371055701774
test,molecular_function,GCN,full,homology,no_hit,Smin,612,ok,5,18.745221627515562,0.32997661301473624,18.58047378892597,18.41815638132317,19.20027307570928
test,molecular_function,GCN,full,ic,2-4_bits,Smin,41,ok,5,11.180641310776716,1.985789946151993,11.905435221292333,8.763935411850131,13.36842652124406
test,molecular_function,GCN,full,ic,4-6_bits,Smin,43,ok,5,14.706652757941708,0.5342007024356987,14.97815285931459,14.1194183341222,15.252305228614704
test,molecular_function,GCN,full,ic,<2_bits,Smin,100,ok,5,11.86687395614123,1.0648747600323636,11.59960387249209,10.72170268760012,13.345896321772289
test,molecular_function,GCN,full,ic,>=6_bits,Smin,351,ok,5,44.34710652409325,2.6339934456545455,44.75461516937389,40.94266620165327,47.93149702309033
test,molecular_function,GCN,full,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,GCN,seq_only,homology,30-40%,Smin,80,ok,5,46.794847723438444,7.944370797774621,48.5890845281698,33.721914375165234,54.88947995070296
test,molecular_function,GCN,seq_only,homology,40-60%,Smin,5,low support,5,13.190348118450988,3.656431812177254,12.842076055763672,7.548122830958288,16.611425257500947
test,molecular_function,GCN,seq_only,homology,<30%,Smin,26,ok,5,32.63433545480604,0.9294429958411052,32.07241632932793,31.92345894404736,33.91036829641928
test,molecular_function,GCN,seq_only,homology,>=60%,Smin,31,ok,5,76.10929769269327,8.40430277553625,76.20416783944245,68.52951499249565,89.06870995470132
test,molecular_function,GCN,seq_only,homology,no_hit,Smin,612,ok,5,19.11789880432846,0.34467643257632424,19.167333589298217,18.695938444011485,19.4711829249073
test,molecular_function,GCN,seq_only,ic,2-4_bits,Smin,41,ok,5,9.568483587417612,1.9550111178816119,8.81517769993688,7.815237225033859,12.882154706054932
test,molecular_function,GCN,seq_only,ic,4-6_bits,Smin,43,ok,5,14.249712095848789,0.499325741631905,14.096752544336802,13.76989118361283,14.860497220346964
test,molecular_function,GCN,seq_only,ic,<2_bits,Smin,100,ok,5,9.445434114184241,1.7871180750961944,9.760774320838808,7.292574166254454,11.463768749418612
test,molecular_function,GCN,seq_only,ic,>=6_bits,Smin,351,ok,5,47.541303207926795,1.4549706834217642,47.73932208881048,45.26087761917242,49.03391777124292
test,molecular_function,GCN,seq_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,GCN,struct_only,homology,30-40%,Smin,80,ok,5,97.4917470872402,0.0,97.4917470872402,97.4917470872402,97.4917470872402
test,molecular_function,GCN,struct_only,homology,40-60%,Smin,5,low support,5,1.707334041595459,0.0,1.707334041595459,1.707334041595459,1.707334041595459
test,molecular_function,GCN,struct_only,homology,<30%,Smin,26,ok,5,31.82469598146585,0.0,31.82469598146585,31.82469598146585,31.82469598146585
test,molecular_function,GCN,struct_only,homology,>=60%,Smin,31,ok,5,30.16449969814669,0.0,30.16449969814669,30.16449969814669,30.16449969814669
test,molecular_function,GCN,struct_only,homology,no_hit,Smin,612,ok,5,17.361350802035112,0.0,17.361350802035112,17.361350802035112,17.361350802035112
test,molecular_function,GCN,struct_only,ic,2-4_bits,Smin,41,ok,5,7.396688507824409,0.0,7.396688507824409,7.396688507824409,7.396688507824409
test,molecular_function,GCN,struct_only,ic,4-6_bits,Smin,43,ok,5,13.30836298853852,0.0,13.30836298853852,13.30836298853852,13.30836298853852
test,molecular_function,GCN,struct_only,ic,<2_bits,Smin,100,ok,5,1.707334041595459,0.0,1.707334041595459,1.707334041595459,1.707334041595459
test,molecular_function,GCN,struct_only,ic,>=6_bits,Smin,351,ok,5,54.55643154617049,0.0,54.55643154617049,54.55643154617049,54.55643154617049
test,molecular_function,GCN,struct_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,Hybrid,full,homology,30-40%,Smin,80,ok,5,26.79784674478584,1.9039016542485,26.547644383865048,24.95912081411468,29.35196890486585
test,molecular_function,Hybrid,full,homology,40-60%,Smin,5,low support,5,0.9806992149353027,0.7742564816090024,1.1473611831665038,0.1388695240020752,1.707334041595459
test,molecular_function,Hybrid,full,homology,<30%,Smin,26,ok,5,31.12751166344724,1.4706185099759255,31.82469598146585,28.609409493375733,32.264156411911955
test,molecular_function,Hybrid,full,homology,>=60%,Smin,31,ok,5,55.83432794869791,17.79228330034076,55.19760356455297,31.950164390391404,77.42936167013043
test,molecular_function,Hybrid,full,homology,no_hit,Smin,612,ok,5,16.391871955751817,0.38214327987163504,16.457030093632696,15.780452353635964,16.775347787750047
test,molecular_function,Hybrid,full,ic,2-4_bits,Smin,41,ok,5,7.7989278334428835,0.37075511615232903,7.984572152575326,7.396688507824409,8.1902762249775
test,molecular_function,Hybrid,full,ic,4-6_bits,Smin,43,ok,5,13.04578655570252,0.19115217633273132,13.109762946055335,12.81880027871761,13.263225624518928
test,molecular_function,Hybrid,full,ic,<2_bits,Smin,100,ok,5,1.9939403920891494,0.2623101310441616,1.879845585355484,1.7388201138766928,2.3448555229772365
test,molecular_function,Hybrid,full,ic,>=6_bits,Smin,351,ok,5,34.0504629113867,1.399214039808328,34.30982675967706,32.11350544371115,35.89949864582209
test,molecular_function,Hybrid,full,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,Hybrid,seq_only,homology,30-40%,Smin,80,ok,5,25.64693092883211,2.799975057986876,24.677018247336232,23.34476309483881,30.005644411013044
test,molecular_function,Hybrid,seq_only,homology,40-60%,Smin,5,low support,5,0.48851628303527833,0.27167894363682366,0.3414668083190918,0.2025972843170166,0.8103891372680664
test,molecular_function,Hybrid,seq_only,homology,<30%,Smin,26,ok,5,32.58574445935189,0.7066152861672649,32.83376961144107,31.82469598146585,33.34197476018827
test,molecular_function,Hybrid,seq_only,homology,>=60%,Smin,31,ok,5,57.73966104400207,11.823446428391604,56.56146583924641,43.68226991402093,76.52994734975353
test,molecular_function,Hybrid,seq_only,homology,no_hit,Smin,612,ok,5,16.30792500158359,0.4574672537377212,16.27654873272534,15.664983443554672,16.923254124834727
test,molecular_function,Hybrid,seq_only,ic,2-4_bits,Smin,41,ok,5,7.558735753417407,0.3522806125243122,7.405719525864062,7.396688507824409,8.188862699710096
test,molecular_function,Hybrid,seq_only,ic,4-6_bits,Smin,43,ok,5,13.056183630922556,0.1055316180619889,13.045927702933076,12.91101567517385,13.164568313036389
test,molecular_function,Hybrid,seq_only,ic,<2_bits,Smin,100,ok,5,3.362827524449518,1.4975287778982838,3.17333369215037,1.8319616113541488,5.830900871445193
test,molecular_function,Hybrid,seq_only,ic,>=6_bits,Smin,351,ok,5,34.38447739795011,2.2778574556281037,33.68977866655626,32.159998803576784,37.231650044864885
test,molecular_function,Hybrid,seq_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,Hybrid,struct_only,homology,30-40%,Smin,80,ok,5,1560.2886406995744,1084.1118764074358,1426.184840214844,339.2046818275529,3136.3477697359885
test,molecular_function,Hybrid,struct_only,homology,40-60%,Smin,5,low support,5,1586.302397678066,1093.45534502714,1498.5953385829926,336.1463216243176,3162.357151203699
test,molecular_function,Hybrid,struct_only,homology,<30%,Smin,26,ok,5,1583.049754184545,1090.2584358232968,1499.2556065688634,339.89510473753944,3157.031103163368
test,molecular_function,Hybrid,struct_only,homology,>=60%,Smin,31,ok,5,1579.9752875397885,1080.9384189408252,1498.8655040062397,340.87069604875086,3134.305050258466
test,molecular_function,Hybrid,struct_only,homology,no_hit,Smin,612,ok,5,1583.327659306835,1088.8645604056887,1494.9645018988726,344.7246878726125,3155.0151154060427
test,molecular_function,Hybrid,struct_only,ic,2-4_bits,Smin,41,ok,5,1585.9755159731722,1091.6959411467324,1492.680548636628,345.827775882052,3164.1093683977847
test,molecular_function,Hybrid,struct_only,ic,4-6_bits,Smin,43,ok,5,1585.8664483901593,1089.8184227109532,1496.9925694572285,349.0131777825527,3156.510589595616
test,molecular_function,Hybrid,struct_only,ic,<2_bits,Smin,100,ok,5,1580.724747858069,1088.8803622803155,1491.0912767696382,349.61882874273823,3155.5098569717547
test,molecular_function,Hybrid,struct_only,ic,>=6_bits,Smin,351,ok,5,1574.8058240140645,1083.72205877584,1479.2383241342636,341.87580802375874,3141.113552725505
test,molecular_function,Hybrid,struct_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,Hybrid_JK,full,homology,30-40%,Smin,80,ok,5,24.760772236434427,3.182063974441122,26.058178987096728,20.024289316672665,27.47666140614088
test,molecular_function,Hybrid_JK,full,homology,40-60%,Smin,5,low support,5,0.18985173225402835,0.1881551740236642,0.2025972843170166,0.0,0.4051945686340332
test,molecular_function,Hybrid_JK,full,homology,<30%,Smin,26,ok,5,30.477745525386688,1.966898583657594,31.82469598146585,27.884190710780995,31.994634561029187
test,molecular_function,Hybrid_JK,full,homology,>=60%,Smin,31,ok,5,63.407911593626615,5.755734651613815,63.111027288166525,54.319794045798574,68.8289967535538
test,molecular_function,Hybrid_JK,full,homology,no_hit,Smin,612,ok,5,16.161254020639046,0.15706754672178988,16.134241850103436,15.926379374043195,16.308879768800573
test,molecular_function,Hybrid_JK,full,ic,2-4_bits,Smin,41,ok,5,7.75274863802705,0.3265567041141211,7.938734189244966,7.396688507824409,8.015815992620732
test,molecular_function,Hybrid_JK,full,ic,4-6_bits,Smin,43,ok,5,12.956503468562094,0.270712069644056,13.077600561945676,12.542200245154485,13.173578265176944
test,molecular_function,Hybrid_JK,full,ic,<2_bits,Smin,100,ok,5,2.2177918255057154,0.5974881139073933,1.9100095017960843,1.707334041595459,3.1788034265916645
test,molecular_function,Hybrid_JK,full,ic,>=6_bits,Smin,351,ok,5,33.28697450137857,0.7238373025970657,33.39754573480877,32.464852811548226,34.31271393854024
test,molecular_function,Hybrid_JK,full,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,Hybrid_JK,seq_only,homology,30-40%,Smin,80,ok,5,25.25089527200388,2.516121679928573,25.02760584663791,22.602420711570826,28.09670553387899
test,molecular_function,Hybrid_JK,seq_only,homology,40-60%,Smin,5,low support,5,0.5864236523246019,0.6299901783852223,0.3414668083190918,0.0,1.6463197673767087
test,molecular_function,Hybrid_JK,seq_only,homology,<30%,Smin,26,ok,5,31.720606439894244,0.542294311048145,31.82469598146585,30.82451512398989,32.304429131083765
test,molecular_function,Hybrid_JK,seq_only,homology,>=60%,Smin,31,ok,5,57.915344175041604,7.58900391300734,52.8979954745509,51.81266681590688,67.8985969659167
test,molecular_function,Hybrid_JK,seq_only,homology,no_hit,Smin,612,ok,5,16.003128816216872,0.6514606794272298,16.109926888085077,15.122730838321276,16.885779403775466
test,molecular_function,Hybrid_JK,seq_only,ic,2-4_bits,Smin,41,ok,5,7.382635149942433,0.024718351053047028,7.396688507824409,7.347274536039771,7.405719525864062
test,molecular_function,Hybrid_JK,seq_only,ic,4-6_bits,Smin,43,ok,5,13.001543768405051,0.32101604424125235,13.115118108334425,12.447754315418344,13.221208461495332
test,molecular_function,Hybrid_JK,seq_only,ic,<2_bits,Smin,100,ok,5,2.214201911959484,0.7664866434431881,1.8492648764023767,1.607237391246669,3.462197271018653
test,molecular_function,Hybrid_JK,seq_only,ic,>=6_bits,Smin,351,ok,5,33.41086717702835,2.528660430673213,32.90522962641679,30.90372071117656,37.60649808968243
test,molecular_function,Hybrid_JK,seq_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,Hybrid_JK,struct_only,homology,30-40%,Smin,80,ok,5,2608.2737158051104,1480.7766546028836,2368.086755659433,1118.4309905750215,5068.488470325569
test,molecular_function,Hybrid_JK,struct_only,homology,40-60%,Smin,5,low support,5,2608.6916527633816,1472.6937266575067,2378.137229895431,1115.4191459684685,5048.189217281341
test,molecular_function,Hybrid_JK,struct_only,homology,<30%,Smin,26,ok,5,2602.7329999039193,1478.3287140446605,2366.4081735028512,1104.7325366597784,5051.862555661388
test,molecular_function,Hybrid_JK,struct_only,homology,>=60%,Smin,31,ok,5,2603.6933222826538,1475.8012652279122,2366.579679886618,1115.825637474573,5051.541714336322
test,molecular_function,Hybrid_JK,struct_only,homology,no_hit,Smin,612,ok,5,2609.260850886755,1476.533755723871,2376.090063341145,1113.3564853109071,5054.719736173037
test,molecular_function,Hybrid_JK,struct_only,ic,2-4_bits,Smin,41,ok,5,2612.042364329632,1482.94844394132,2373.6049679443977,1113.357758554493,5070.248530525069
test,molecular_function,Hybrid_JK,struct_only,ic,4-6_bits,Smin,43,ok,5,2608.738195728266,1475.396541892106,2377.296754869277,1113.1087770890538,5051.744537129876
test,molecular_function,Hybrid_JK,struct_only,ic,<2_bits,Smin,100,ok,5,2613.837958584947,1479.802046302415,2379.220636951272,1115.7658551094778,5064.469031090736
test,molecular_function,Hybrid_JK,struct_only,ic,>=6_bits,Smin,351,ok,5,2603.8346132741344,1475.938356678444,2370.282553663188,1111.084518772971,5050.34446279601
test,molecular_function,Hybrid_JK,struct_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,MLP,full,homology,30-40%,Smin,80,ok,5,42.3251978305312,7.079903594034713,43.14871824251931,34.09978857220375,50.86976722968828
test,molecular_function,MLP,full,homology,40-60%,Smin,5,low support,5,10.15232738040486,2.7070419742789666,8.963608940900256,7.380197455509964,14.33143886265229
test,molecular_function,MLP,full,homology,<30%,Smin,26,ok,5,33.25586388630396,0.35596129424881345,33.34197476018827,32.63161003602231,33.49037188575473
test,molecular_function,MLP,full,homology,>=60%,Smin,31,ok,5,36.67678126272718,14.426639601331454,32.31944754277622,18.054082281703245,52.966111608105216
test,molecular_function,MLP,full,homology,no_hit,Smin,612,ok,5,18.311673415890848,0.7718684433338394,18.239889760062063,17.451060091563388,19.18146264361706
test,molecular_function,MLP,full,ic,2-4_bits,Smin,41,ok,5,9.543833856530663,2.6119949254150625,8.600350722880668,7.595688462564337,14.12286120039382
test,molecular_function,MLP,full,ic,4-6_bits,Smin,43,ok,5,13.672865665444153,0.2717446347407753,13.68571024262139,13.403985043133808,14.095891673374986
test,molecular_function,MLP,full,ic,<2_bits,Smin,100,ok,5,10.350402994127162,2.427239029407431,10.003588628558312,7.564256446609719,13.22718134553018
test,molecular_function,MLP,full,ic,>=6_bits,Smin,351,ok,5,47.3347192567618,0.5858290880662127,47.40643716373796,46.36173972812604,47.91923346721242
test,molecular_function,MLP,full,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,MLP,seq_only,homology,30-40%,Smin,80,ok,5,35.97303670176136,8.797115095059237,34.09978857220375,28.849209071045784,50.78972761395399
test,molecular_function,MLP,seq_only,homology,40-60%,Smin,5,low support,5,10.642974427171502,2.659632661395619,11.210619690038918,7.380197455509964,14.33143886265229
test,molecular_function,MLP,seq_only,homology,<30%,Smin,26,ok,5,33.368257406023865,0.058769782716937,33.34197476018827,33.34197476018827,33.47338798936624
test,molecular_function,MLP,seq_only,homology,>=60%,Smin,31,ok,5,41.90656165535106,21.282513145509895,32.31944754277622,18.054082281703245,67.41367709583925
test,molecular_function,MLP,seq_only,homology,no_hit,Smin,612,ok,5,18.60039968801354,0.9434371040408656,19.024989932111364,17.512136047265265,19.619801601022765
test,molecular_function,MLP,seq_only,ic,2-4_bits,Smin,41,ok,5,9.053662146254828,1.8999946154128968,8.373415713346155,7.595688462564337,12.385107971490012
test,molecular_function,MLP,seq_only,ic,4-6_bits,Smin,43,ok,5,13.848936457846161,0.35211461995184884,13.760209059637123,13.403985043133808,14.298886270463502
test,molecular_function,MLP,seq_only,ic,<2_bits,Smin,100,ok,5,11.443182672346543,2.2345312303324567,12.3987020761651,7.564256446609719,13.07450450134769
test,molecular_function,MLP,seq_only,ic,>=6_bits,Smin,351,ok,5,46.754750920128686,0.8501464349675192,46.95491979860899,45.57740739343062,47.62715144662994
test,molecular_function,MLP,seq_only,ic,no_positive_terms,Smin,219,no positive terms,0,,,,,
test,molecular_function,MLP,struct_only,homology,30-40%,Smin,80,ok,5,97.4917470872402,0.0,97.4917470872402,97.4917470872402,97.4917470872402
test,molecular_function,MLP,struct_only,homology,40-60%,Smin,5,low support,5,1.707334041595459,0.0,1.707334041595459,1.707334041595459,1.707334041595459
test,molecular_function,MLP,struct_only,homology,<30%,Smin,26,ok,5,31.82469598146585,0.0,31.82469598146585,31.82469598146585,31.82469598146585
test,molecular_function,MLP,struct_only,homology,>=60%,Smin,31,ok,5,30.16449969814669,0.0,30.16449969814669,30.16449969814669,30.16449969814669
test,molecular_function,MLP,struct_only,homology,no_hit,Smin,612,ok,5,17.361350802035112,0.0,17.361350802035112,17.361350802035112,17.361350802035112
test,molecular_function,MLP,struct_only,ic,2-4_bits,Smin,41,ok,5,7.396688507824409,0.0,7.396688507824409,7.396688507824409,7.396688507824409
test,molecular_function,MLP,struct_only,ic,4-6_bits,Smin,43,ok,5,13.30836298853852,0.0,13.30836298853852,13.30836298853852,13.30836298853852
test,molecular_function,MLP,struct_only,ic,<2_bits,Smin,100,ok,5,1.707334041595459,0.0,1.707334041595459,1.707334041595459,1.707334041595459
