ontology,model,input,metric,seeds,mean,sd,median,q1,q3,minimum,maximum
biological_process,GCN,full,Macro_AUROC,5,0.7113511499414507,0.0024736726806863342,0.7112272987122362,0.7099831073148425,0.7130722527888397,0.7081059797637737,0.7143671111275612
biological_process,GCN,full,Macro_Fmax,5,0.2629709087022367,0.004498876502348625,0.263641471460648,0.258628544939299,0.26718931978935173,0.25802270268446137,0.26737250463742346
biological_process,GCN,full,Micro_AUPRC,5,0.049450644388587615,0.0032253580796277274,0.04794225674970029,0.04741600843902655,0.052060167773303294,0.046178983154049,0.053655805826858964
biological_process,GCN,full,Micro_AUROC,5,0.8034008764746489,0.004419779573661055,0.8054960299090406,0.7988029100944154,0.8061813493824235,0.7985272146036623,0.8079968783837029
biological_process,GCN,full,Micro_Fmax,5,0.10812493436224886,0.008643837866342414,0.10530678745322387,0.10243267952354643,0.11617224582954698,0.09851641936714779,0.11819653963777926
biological_process,GCN,full,Smin,5,99.68879973476008,0.2569349667688205,99.59607860368375,99.58386638827696,99.8621910962974,99.37375001306033,100.028112572482
biological_process,GCN,seq_only,Macro_AUPRC,5,0.1668862921160089,0.0015405921294324538,0.16657412797786733,0.1660787460335445,0.16818186391205692,0.16492084310107163,0.16867587955550403
biological_process,GCN,seq_only,Macro_AUROC,5,0.7170802708951325,0.0038190355152110463,0.7162840600818894,0.7139789200631215,0.7182124340678364,0.7138271157000315,0.7230988245627833
biological_process,GCN,seq_only,Macro_Fmax,5,0.26524371745805947,0.0033592665870459185,0.26572265312495036,0.2622844175010625,0.2665282418120799,0.26173147727043744,0.26995179758176713
biological_process,GCN,seq_only,Micro_AUPRC,5,0.04929961088907374,0.005449903793455488,0.050640373200525585,0.04538418397359113,0.053553564210829116,0.04205015101948983,0.05486978204093304
biological_process,GCN,seq_only,Micro_AUROC,5,0.7983531175802048,0.006113376473484799,0.8007527004565023,0.7921940295559374,0.8022403464588158,0.7915556675434505,0.8050228438863181
biological_process,GCN,seq_only,Micro_Fmax,5,0.10783904792163808,0.012814959192164528,0.11218388119113622,0.1021217390987753,0.11587543386281621,0.0884052268382191,0.12060895861724359
biological_process,GCN,seq_only,Smin,5,99.903571501122,0.2183235084735512,99.88497652583602,99.71504995339701,100.10545548898915,99.6674372335352,100.1449383038526
biological_process,GCN,struct_only,Macro_AUPRC,5,0.036428429365625924,0.000683389524089188,0.03658096283396052,0.03620154116885149,0.03681086537507825,0.03538006610029106,0.03716871134994829
biological_process,GCN,struct_only,Macro_AUROC,5,0.5634035549415272,0.006353531540022726,0.5659882566897003,0.5633217964463652,0.5670521192488813,0.552499980889896,0.5681556214327929
biological_process,GCN,struct_only,Macro_Fmax,5,0.0855729304127226,0.0013887213637644202,0.08609842224054305,0.0841578879076649,0.08667503702894311,0.08401777837255378,0.08691552651390812
biological_process,GCN,struct_only,Micro_AUPRC,5,0.036541585153918796,0.016003368975654186,0.03192293842265561,0.03038168298618577,0.04440591750482399,0.01679655993190553,0.05920082692402309
biological_process,GCN,struct_only,Micro_AUROC,5,0.7221734104573452,0.017365659457902007,0.7258500883459581,0.7216248057353504,0.7337851608222874,0.6930206884873561,0.7365863088957738
biological_process,GCN,struct_only,Micro_Fmax,5,0.08270915855020075,0.028763529440808473,0.08173970055299484,0.0724354159535765,0.10658846945861712,0.04066425259118589,0.11211795419462944
biological_process,GCN,struct_only,Smin,5,100.85836701251306,0.2818631778293101,101.0556904085435,100.67587968145581,101.0556904085435,100.44888415547898,101.0556904085435
biological_process,Hybrid,full,Macro_AUPRC,5,0.1488876815482671,0.009653222112697453,0.15000894649795246,0.14269173086500103,0.15013129797113156,0.13807123637265523,0.16353519603459515
biological_process,Hybrid,full,Macro_AUROC,5,0.617499046487955,0.016837050948045894,0.6171587034729045,0.6083266621640083,0.6291501495380482,0.5950796578917872,0.6377800593730263
biological_process,Hybrid,full,Macro_Fmax,5,0.2163583248286871,0.008404134920166485,0.21270474408875237,0.2107047716872293,0.22061670713816867,0.20872573616733364,0.2290396650619515
biological_process,Hybrid,full,Micro_AUPRC,5,0.11946478530117058,0.01973816872876813,0.13196306590594786,0.11207373062259166,0.1322140883297004,0.08789172041780838,0.13318132122980453
